0	1
AND(AND(AND(Koeln(x.givenName,y.streetname)|0.0,AND(AND(qgrams(x.streetname,y.streetname)|0.25,doublemeta(x.givenName,y.givenName)|0.0)|0.0,qgrams(x.givenName,y.streetname)|0.25)|0.0)|0.0,doublemeta(x.streetname,y.givenName)|0.25)|0.0,AND(qgrams(x.givenName,y.givenName)|0.0,jaccard(x.givenName,y.givenName)|0.25)|0.25)	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has a complete mismatch of Koeln similarity and the streetname of the source and the target resources has a 25% of Qgrams similarity and the givenName of the source and the target resources has a complete mismatch of Doublemeta similarity and the resource's givenName of the source and the resource's streetname of the target has a 25% of Qgrams similarity and the resource's streetname of the source and the resource's givenName of the target has a 25% of Doublemeta similarity and the givenName of the source and the target resources has a complete mismatch of Qgrams similarity and a 25% of Jaccard similarity
AND(AND(daitchmokotoff(x.firstName,y.firstName)|0.45,AND(AND(overlap(x.firstName,y.director)|0.55,nysiis(x.firstName,y.firstName)|0.45)|0.45,overlap(x.firstName,y.firstName)|0.55)|0.55)|0.45,overlap(x.firstName,y.firstName)|0.55)	The link will be generated if the firstName of the source and the target resources has a 45% of Daitchmokotoff similarity and the resource's firstName of the source and the resource's director of the target has a 55% of Overlap similarity and the resource's firstName of the source and the resource's iis(x.firstName,y.firstName of the target has a 45% of Nysiis similarity and the firstName of the source and the target resources has a 55% of Overlap similarity and a 55% of Overlap similarity
OR(OR(OR(overlap(x.name,y.movie)|0.45,OR(OR(trigrams(x.movie,y.movie)|0.55,doublemeta(x.name,y.name)|0.45)|0.45,trigrams(x.name,y.movie)|0.55)|0.45)|0.45,doublemeta(x.movie,y.name)|0.55)|0.45,OR(trigrams(x.name,y.name)|0.45,jaccard(x.name,y.name)|0.55)|0.55)	The link will be generated if the resource's name of the source and the resource's movie of the target has a 45% of Overlap similarity or the movie of the source and the target resources has a 55% of Trigrams similarity or the name of the source and the target resources has a 45% of Doublemeta similarity or the resource's name of the source and the resource's movie of the target has a 55% of Trigrams similarity or the resource's movie of the source and the resource's name of the target has a 55% of Doublemeta similarity or the name of the source and the target resources has a 45% of Trigrams similarity or a 55% of Jaccard similarity
AND(AND(OR(daitchmokotoff(x.title,y.title)|0.82,OR(AND(mongeElkan(x.workDescription,y.workDescription)|0.25,nysiis(x.workDescription,y.workDescription)|0.25)|0.82,daitchmokotoff(x.workDescription,y.title)|0.82)|0.25)|0.25,mongeElkan(x.workDescription,y.title)|0.82)|0.82,daitchmokotoff(x.title,y.workDescription)|0.25)	The link will be generated if the title of the source and the target resources has an 82% of Daitchmokotoff similarity and the workDescription of the source and the target resources has a 25% of Mongeelkan similarity and the resource's workDescription of the source and the resource's iis(x.workDescription,y.workDescription of the target has a 25% of Nysiis similarity or the resource's workDescription of the source and the resource's title of the target has an 82% of Daitchmokotoff similarity and an 82% of Mongeelkan similarity and the resource's title of the source and the resource's workDescription of the target has a 25% of Daitchmokotoff similarity
AND(OR(AND(mongeElkan(x.comment,y.movie)|0.0,OR(AND(trigrams(x.movie,y.movie)|0.25,ratcliff(x.comment,y.comment)|0.0)|0.0,trigrams(x.comment,y.movie)|0.25)|0.0)|0.0,ratcliff(x.movie,y.comment)|0.25)|0.0,AND(trigrams(x.comment,y.comment)|0.0,cosine(x.comment,y.comment)|0.25)|0.25)	The link will be generated if the resource's comment of the source and the resource's movie of the target has a complete mismatch of Mongeelkan similarity and the movie of the source and the target resources has a 25% of Trigrams similarity and the comment of the source and the target resources has a complete mismatch of Ratcliff similarity or the resource's comment of the source and the resource's movie of the target has a 25% of Trigrams similarity or the resource's movie of the source and the resource's comment of the target has a 25% of Ratcliff similarity and the comment of the source and the target resources has a complete mismatch of Trigrams similarity and a 25% of Cosine similarity
AND(AND(levenshtein(x.firstName,y.description)|0.82,AND(AND(qgrams(x.description,y.description)|1.0,doublemeta(x.firstName,y.firstName)|0.82)|0.82,qgrams(x.firstName,y.description)|1.0)|0.82)|0.82,doublemeta(x.description,y.firstName)|1.0)	The link will be generated if the resource's firstName of the source and the resource's description of the target has an 82% of Levenshtein similarity and the description of the source and the target resources has an exact match of Qgrams similarity and the firstName of the source and the target resources has an 82% of Doublemeta similarity and the resource's firstName of the source and the resource's description of the target has an exact match of Qgrams similarity and the resource's description of the source and the resource's firstName of the target has an exact match of Doublemeta similarity
AND(AND(caverphone1(x.title,y.title)|0.45,AND(AND(Koeln(x.title,y.movie)|0.25,jaccard(x.title,y.title)|0.45)|0.45,Koeln(x.title,y.title)|0.25)|0.25)|0.45,Koeln(x.title,y.title)|0.25)	The link will be generated if the title of the source and the target resources has a 45% of Caverphone1 similarity and the resource's title of the source and the resource's movie of the target has a 25% of Koeln similarity and the title of the source and the target resources has a 45% of Jaccard similarity and a 25% of Koeln similarity and a Koeln similarity
OR(AND(jaroWinkler(x.name,y.workDescription)|0.45,OR(AND(trigrams(x.workDescription,y.workDescription)|1.0,soundex(x.name,y.name)|0.45)|0.45,trigrams(x.name,y.workDescription)|1.0)|0.45)|0.45,soundex(x.workDescription,y.name)|1.0)	The link will be generated if the resource's name of the source and the resource's workDescription of the target has a 45% of Jarowinkler similarity and the workDescription of the source and the target resources has an exact match of Trigrams similarity and the resource's x.name of the source and the resource's name of the target has a 45% of Soundex similarity or the resource's name of the source and the resource's workDescription of the target has an exact match of Trigrams similarity or the resource's x.workDescription of the source and the resource's name of the target has an exact match of Soundex similarity
OR(AND(cosine(x.givenName,y.label)|0.82,OR(AND(qgrams(x.givenName,y.label)|0.25,overlap(x.label,y.label)|0.82)|0.82,daitchmokotoff(x.givenName,y.label)|0.25)|0.82)|0.82,qgrams(x.label,y.label)|0.25)	The link will be generated if the resource's givenName of the source and the resource's label of the target has an 82% of Cosine similarity and a 25% of Qgrams similarity and the label of the source and the target resources has an 82% of Overlap similarity or the resource's givenName of the source and the resource's label of the target has a 25% of Daitchmokotoff similarity or the label of the source and the target resources has a 25% of Qgrams similarity
AND(AND(soundex(x.comment,y.comment)|0.0,AND(AND(jaroWinkler(x.comment,y.movie)|0.55,nysiis(x.comment,y.comment)|0.0)|0.0,jaroWinkler(x.comment,y.comment)|0.55)|0.55)|0.0,jaroWinkler(x.comment,y.comment)|0.55)	The link will be generated if the resource's x.comment of the source and the resource's comment of the target has a complete mismatch of Soundex similarity and the resource's comment of the source and the resource's movie of the target has a 55% of Jarowinkler similarity and the resource's comment of the source and the resource's iis(x.comment,y.comment of the target has a complete mismatch of Nysiis similarity and the comment of the source and the target resources has a 55% of Jarowinkler similarity and a 55% of Jarowinkler similarity
OR(OR(refinedsoundex(x.title,y.title)|0.0,OR(OR(Koeln(x.title,y.authors)|0.25,nysiis(x.title,y.title)|0.0)|0.0,Koeln(x.title,y.title)|0.25)|0.25)|0.0,Koeln(x.title,y.title)|0.25)	The link will be generated if the resource's x.title of the source and the resource's title of the target has a complete mismatch of Refinedsoundex similarity or the resource's title of the source and the resource's author of the target has a 25% of Koeln similarity or the resource's title of the source and the resource's iis(x.title,y.title of the target has a complete mismatch of Nysiis similarity or the title of the source and the target resources has a 25% of Koeln similarity or a 25% of Koeln similarity
AND(OR(nysiis(x.title,y.movie)|0.82,AND(OR(trigrams(x.title,y.movie)|0.55,levenshtein(x.movie,y.movie)|0.82)|0.82,daitchmokotoff(x.title,y.movie)|0.55)|0.82)|0.82,trigrams(x.movie,y.movie)|0.55)	The link will be generated if the resource's title of the source and the resource's iis(x.title,y.movie of the target has an 82% of Nysiis similarity or the resource's title of the source and the resource's movie of the target has a 55% of Trigrams similarity or the movie of the source and the target resources has an 82% of Levenshtein similarity and the resource's title of the source and the resource's movie of the target has a 55% of Daitchmokotoff similarity and the movie of the source and the target resources has a 55% of Trigrams similarity
OR(OR(OR(levenshtein(x.givenName,y.streetname)|0.82,OR(OR(qgrams(x.streetname,y.streetname)|1.0,meta(x.givenName,y.givenName)|0.82)|0.82,qgrams(x.givenName,y.streetname)|1.0)|0.82)|0.82,meta(x.streetname,y.givenName)|1.0)|0.82,OR(qgrams(x.givenName,y.givenName)|0.82,cosine(x.givenName,y.givenName)|1.0)|1.0)	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has an 82% of Levenshtein similarity or the streetname of the source and the target resources has an exact match of Qgrams similarity or the givenName of the source and the target resources has an 82% of Meta similarity or the resource's givenName of the source and the resource's streetname of the target has an exact match of Qgrams similarity or the resource's streetname of the source and the resource's givenName of the target has an exact match of Meta similarity or the givenName of the source and the target resources has an 82% of Qgrams similarity or an exact match of Cosine similarity
AND(AND(AND(overlap(x.title,y.director)|0.82,AND(AND(matchrating(x.director,y.director)|0.25,soundex(x.title,y.title)|0.82)|0.82,matchrating(x.title,y.director)|0.25)|0.82)|0.82,soundex(x.director,y.title)|0.25)|0.82,AND(matchrating(x.title,y.title)|0.82,nysiis(x.title,y.title)|0.25)|0.25)	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Overlap similarity and the director of the source and the target resources has a 25% of Matchrating similarity and the resource's x.title of the source and the resource's title of the target has an 82% of Soundex similarity and the resource's title of the source and the resource's director of the target has a 25% of Matchrating similarity and the resource's x.director of the source and the resource's title of the target has a 25% of Soundex similarity and the title of the source and the target resources has an 82% of Matchrating similarity and the resource's title of the source and the resource's iis(x.title,y.title of the target has a 25% of Nysiis similarity
OR(AND(Koeln(x.comment,y.streetname)|0.82,OR(AND(trigrams(x.streetname,y.streetname)|1.0,ratcliff(x.comment,y.comment)|0.82)|0.82,trigrams(x.comment,y.streetname)|1.0)|0.82)|0.82,ratcliff(x.streetname,y.comment)|1.0)	The link will be generated if the resource's comment of the source and the resource's streetname of the target has an 82% of Koeln similarity and the streetname of the source and the target resources has an exact match of Trigrams similarity and the comment of the source and the target resources has an 82% of Ratcliff similarity or the resource's comment of the source and the resource's streetname of the target has an exact match of Trigrams similarity or the resource's streetname of the source and the resource's comment of the target has an exact match of Ratcliff similarity
AND(AND(trigrams(x.name,y.name)|0.82,AND(AND(Koeln(x.label,y.label)|0.25,cosine(x.name,y.name)|0.82)|0.82,trigrams(x.name,y.name)|0.25)|0.25)|0.82,Koeln(x.name,y.name)|0.25)	The link will be generated if the name of the source and the target resources has an 82% of Trigrams similarity and the label of the source and the target resources has a 25% of Koeln similarity and the name of the source and the target resources has an 82% of Cosine similarity and a 25% of Trigrams similarity and a Koeln similarity
OR(OR(AND(doublemeta(x.givenName,y.givenName)|0.82,AND(OR(mongeElkan(x.director,y.director)|1.0,jaccard(x.director,y.director)|1.0)|0.82,doublemeta(x.director,y.givenName)|0.82)|1.0)|1.0,mongeElkan(x.director,y.givenName)|0.82)|0.82,doublemeta(x.givenName,y.director)|1.0)	The link will be generated if the givenName of the source and the target resources has an 82% of Doublemeta similarity or the director of the source and the target resources has an exact match of Mongeelkan similarity or an exact match of Jaccard similarity and the resource's director of the source and the resource's givenName of the target has an 82% of Doublemeta similarity or an 82% of Mongeelkan similarity or the resource's givenName of the source and the resource's director of the target has an exact match of Doublemeta similarity
